metadata_alive,metadata_alive_since,metadata_anonymity,metadata_average_timeout,metadata_first_seen,metadata_asn,metadata_asname,metadata_city,metadata_continent,metadata_continent_code,metadata_country,metadata_country_code,metadata_district,metadata_hosting,metadata_isp,metadata_latitude,metadata_longitude,metadata_mobile,metadata_org,metadata_proxy,metadata_region,metadata_status,metadata_timezone,metadata_zip,metadata_last_update,metadata_last_seen,dest_port,metadata_protocol,metadata_proxy_address,metadata_ssl,metadata_timeout,metadata_times_alive,metadata_times_dead,metadata_uptime,dest_ip
True,1763476609.7189,elite,115.31615196112,1720479706.3894,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,London,Europe,EU,United Kingdom,GB,,True,Invermae Solutions SL,51.5072,-0.127586,False,Invermae Solutions SL,True,England,success,Europe/London,W1B,1764663242,1765216893.5346,80,http,185.238.228.176:80,False,261.80291175842,96306,2400,97.56853686706,185.238.228.176
True,1763478172.9975,elite,115.88782102569,1742575592.647,AS14197 HEALTH MARKET SCIENCE,HMS-ASN,Boca Raton,North America,,United States,US,,False,Health Market Science,26.4076,-80.0977,False,LexisNexis Risk Data Management Inc,True,Florida,success,America/New_York,33487,1764663802,1765216893.4346,80,http,69.84.182.224:80,False,184.14521217346,98879,3253,96.81490619982,69.84.182.224
True,1764743972.3574,elite,154.39966094693,1764743972.3574,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,San Francisco,North America,,United States,US,South Beach,True,"Cloudflare, Inc.",37.7803,-122.39,False,Level 3,False,California,success,America/Los_Angeles,94107,1764743973,1765216893.2563,80,http,8.35.211.13:80,False,172.94454574585,3108,0,100.0,8.35.211.13
True,1763483307.5549,elite,115.73110692767,1742492650.9269,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,New York,North America,,United States,US,,True,"Cloudflare London, LLC",40.7191,-74.0091,False,Olo Inc,True,New York,success,America/New_York,10013,1764664122,1765216893.1462,80,http,216.205.52.111:80,False,260.16330718994,95819,960,99.008049266886,216.205.52.111
True,1765192417.5165,elite,142.15611175302,1761067192.4329,AS14197 HEALTH MARKET SCIENCE,HMS-ASN,Boca Raton,North America,,United States,US,,False,Health Market Science,26.4076,-80.0977,False,LexisNexis Risk Data Management Inc,True,Florida,success,America/New_York,33487,1764696803,1765216892.9139,80,http,69.84.182.135:80,False,81.577062606812,29491,94,99.682271421328,69.84.182.135
True,1763477009.4369,elite,116.45493226363,1742522786.4264,AS14197 HEALTH MARKET SCIENCE,HMS-ASN,Boca Raton,North America,,United States,US,,False,Health Market Science,26.4076,-80.0977,False,LexisNexis Risk Data Management Inc,True,Florida,success,America/New_York,33487,1764663494,1765216892.7515,80,http,69.84.182.171:80,False,259.05394554138,98485,3223,96.831124395328,69.84.182.171
True,1764950994.6531,elite,147.54336657682,1764741353.1734,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1764741353,1765216892.7206,80,http,108.162.193.145:80,False,85.119724273682,3119,1,99.967948717949,108.162.193.145
True,1764743894.7611,elite,150.45115399488,1764743894.7611,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,San Jose,North America,,United States,US,Ballbach and SOFA,True,"Cloudflare London, LLC",37.3329,-121.895,False,"Zoom Video Communications, Inc",False,California,success,America/Los_Angeles,95113,1764743895,1765216892.2265,80,http,170.114.45.4:80,False,115.60678482056,2992,0,100.0,170.114.45.4
True,1765208627.8723,elite,161.02417010181,1765208627.8723,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,North America,,United States,US,,True,"Cloudflare, Inc.",38.9072,-77.0369,False,"CloudFlare, Inc.",False,District of Columbia,success,America/New_York,20068,1765208629,1765216892.0811,80,http,141.101.113.127:80,False,35.970687866211,53,0,100.0,141.101.113.127
True,1763476644.6012,elite,143.15549166659,1761068172.7384,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Frankfurt am Main,Europe,EU,Germany,DE,,True,Gerondata LTD,50.1109,8.68213,False,Gerondata LTD,True,Hesse,success,Europe/Berlin,60313,1764698025,1765216891.9134,80,http,102.177.176.100:80,False,39.069890975952,27366,596,97.868535870109,102.177.176.100
True,1763476497.3752,elite,115.68950358693,1742395566.5471,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,San Jose,North America,,United States,US,Ballbach and SOFA,True,"Cloudflare London, LLC",37.3329,-121.895,False,"Zoom Video Communications, Inc",True,California,success,America/Los_Angeles,95113,1764663619,1765216891.9041,80,http,170.114.45.168:80,False,52.206039428711,95175,1094,98.8636009515,170.114.45.168
True,1764950509.7923,elite,115.68882697706,1720479037.3765,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,London,Europe,EU,United Kingdom,GB,,True,Invermae Solutions SL,51.5072,-0.127586,False,Invermae Solutions SL,True,England,success,Europe/London,W1B,1764663744,1765216891.8516,80,http,185.238.228.100:80,False,73.772668838501,96155,2402,97.562831660866,185.238.228.100
True,1763476582.5647,elite,122.71362650631,1754413341.0816,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Frankfurt am Main,Europe,EU,Germany,DE,,True,Gerondata LTD,50.1109,8.68213,False,Gerondata LTD,True,Hesse,success,Europe/Berlin,60313,1764696742,1765216891.8263,80,http,102.177.176.190:80,False,101.08470916748,70124,1265,98.22801832215,102.177.176.190
True,1765087520.644,elite,115.64659710238,1742343156.2612,AS201839 Zaymer PJSC,ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,False,MFC Zaymer LLC,55.0386,82.9425,False,Zaymer PJSC,True,Novosibirsk Oblast,success,Asia/Novosibirsk,630000,1764663424,1765216891.7237,80,http,45.67.215.199:80,False,26.671648025513,96205,1066,98.904092689496,45.67.215.199
True,1763482461.5077,elite,127.35378717853,1756299782.3444,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Frankfurt am Main,Europe,EU,Germany,DE,,True,Gerondata LTD,50.1109,8.68213,False,Gerondata LTD,True,Hesse,success,Europe/Berlin,60313,1764768227,1765216891.6209,80,http,102.177.176.174:80,False,95.505952835083,57245,1277,97.817914630395,102.177.176.174
True,1765020401.6381,elite,115.65137918725,1742652184.9504,AS14197 HEALTH MARKET SCIENCE,HMS-ASN,Boca Raton,North America,,United States,US,,False,Health Market Science,26.4076,-80.0977,False,LexisNexis Risk Data Management Inc,True,Florida,success,America/New_York,33487,1764663142,1765216891.5381,80,http,69.84.182.223:80,False,63.847064971924,99033,6754,93.615472600603,69.84.182.223
True,1764991358.1198,elite,148.30663693662,1764741787.7534,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,San Jose,North America,,United States,US,Ballbach and SOFA,True,"Cloudflare London, LLC",37.3329,-121.895,False,"Zoom Video Communications, Inc",False,California,success,America/Los_Angeles,95113,1764741788,1765216891.188,80,http,170.114.45.66:80,False,385.36024093628,3020,1,99.966898378021,170.114.45.66
True,1765016168.2362,elite,116.38566868746,1721642516.2947,AS14197 HEALTH MARKET SCIENCE,HMS-ASN,Boca Raton,North America,,United States,US,,False,Health Market Science,26.4076,-80.0977,False,LexisNexis Risk Data Management Inc,True,Florida,success,America/New_York,33487,1764663991,1765216891.0583,80,http,69.84.182.18:80,False,834.82074737549,98472,4009,96.088055346845,69.84.182.18
True,1765009309.4885,elite,126.96058483407,1756297459.219,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,New York,North America,,United States,US,,True,"Cloudflare London, LLC",40.7191,-74.0091,False,Olo Inc,True,New York,success,America/New_York,10013,1764766120,1765216890.9455,80,http,216.205.52.235:80,False,125.81372261047,59724,207,99.654602793212,216.205.52.235
True,1765192162.3779,elite,119.2629231678,1753337924.8197,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,New York,North America,,United States,US,,True,"Cloudflare London, LLC",40.7191,-74.0091,False,Olo Inc,True,New York,success,America/New_York,10013,1764831375,1765216890.877,80,http,216.205.52.113:80,False,188.62128257751,80038,192,99.760688021937,216.205.52.113
True,1765192089.2562,elite,116.01833123706,1742421676.4692,AS14197 HEALTH MARKET SCIENCE,HMS-ASN,Boca Raton,North America,,United States,US,,False,Health Market Science,26.4076,-80.0977,False,LexisNexis Risk Data Management Inc,True,Florida,success,America/New_York,33487,1764663798,1765216890.8093,80,http,69.84.182.94:80,False,53.679466247559,98477,1099,98.89632039849,69.84.182.94
True,1763479997.1381,elite,115.62712064492,1720481487.3801,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,London,Europe,EU,United Kingdom,GB,,True,Invermae Solutions SL,51.5072,-0.127586,False,Invermae Solutions SL,True,England,success,Europe/London,W1B,1764663671,1765216890.7994,80,http,185.238.228.32:80,False,109.94458198547,96664,5247,94.851389938279,185.238.228.32
True,1765009331.5565,elite,126.61902004894,1756296299.5059,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,New York,North America,,United States,US,,True,"Cloudflare London, LLC",40.7191,-74.0091,False,Olo Inc,True,New York,success,America/New_York,10013,1764764739,1765216890.7306,80,http,216.205.52.141:80,False,37.527084350586,59859,182,99.696873802901,216.205.52.141
True,1763481577.6696,elite,119.25242938384,1753337029.7527,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,New York,North America,,United States,US,,True,"Cloudflare London, LLC",40.7191,-74.0091,False,Olo Inc,True,New York,success,America/New_York,10013,1764830168,1765216890.681,80,http,216.205.52.158:80,False,15.859127044678,79987,190,99.763024308717,216.205.52.158
True,1765082025.8839,elite,142.34137411002,1761069771.3842,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,North America,,United States,US,,True,"Cloudflare, Inc.",38.9072,-77.0369,False,"CloudFlare, Inc.",False,District of Columbia,success,America/New_York,20068,1764699222,1765216890.6126,80,http,141.101.113.40:80,False,34.024000167847,28435,96,99.663523886299,141.101.113.40
True,1765208701.7276,elite,140.36382569207,1765208701.7276,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,North America,,United States,US,,True,"Cloudflare, Inc.",38.9072,-77.0369,False,"CloudFlare, Inc.",False,District of Columbia,success,America/New_York,20068,1765208702,1765216890.4706,80,http,141.101.113.176:80,False,30.956745147705,54,0,100.0,141.101.113.176
True,1765087440.832,elite,116.03398432866,1740100158.9826,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1764663695,1765216890.4576,80,http,108.162.192.12:80,False,55.651664733887,98405,1227,98.768467962101,108.162.192.12
True,1765020419.0707,elite,115.78430199957,1742383442.7914,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,San Jose,North America,,United States,US,Ballbach and SOFA,True,"Cloudflare London, LLC",37.3329,-121.895,False,"Zoom Video Communications, Inc",True,California,success,America/Los_Angeles,95113,1764664189,1765216890.4521,80,http,170.114.45.237:80,False,57.261228561401,95311,3454,96.502809699792,170.114.45.237
True,1763482259.1297,elite,114.90306897834,1720503122.6129,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1764663392,1765216890.3564,80,http,108.162.192.0:80,False,267.34805107117,99122,4475,95.680376844889,108.162.192.0
True,1763481652.5002,elite,142.8073067068,1761067530.386,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,San Francisco,North America,,United States,US,South Beach,True,"Cloudflare, Inc.",37.7803,-122.39,False,Level 3,False,California,success,America/Los_Angeles,94107,1764697488,1765216890.2155,80,http,8.35.211.168:80,False,200.80661773682,29293,93,99.683522765943,8.35.211.168
True,1765087676.418,elite,142.11688628062,1761067743.6266,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,San Francisco,North America,,United States,US,South Beach,True,"Cloudflare, Inc.",37.7803,-122.39,False,Level 3,False,California,success,America/Los_Angeles,94107,1764697109,1765216890.2073,80,http,8.35.211.108:80,False,24.224519729614,29275,94,99.679934624945,8.35.211.108
True,1763476526.7074,elite,138.20278819665,1758988645.7187,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1765037793,1765216890.1157,80,http,108.162.192.190:80,False,94.116926193237,45409,92,99.797806641612,108.162.192.190
True,1763480479.084,elite,114.88398854744,1720480336.6377,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,London,Europe,EU,United Kingdom,GB,,True,Invermae Solutions SL,51.5072,-0.127586,False,Invermae Solutions SL,True,England,success,Europe/London,W1B,1764663965,1765216890.0524,80,http,185.238.228.42:80,False,120.09763717651,96706,5846,94.299477338326,185.238.228.42
True,1764990729.7333,elite,141.1560396258,1761067555.3445,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,New York,North America,,United States,US,,True,"Cloudflare London, LLC",40.7191,-74.0091,False,Olo Inc,True,New York,success,America/New_York,10013,1764697234,1765216890.0248,80,http,216.205.52.177:80,False,395.02096176147,28537,93,99.675165909885,216.205.52.177
True,1763481738.3429,elite,126.35444863229,1756297024.4319,AS14197 HEALTH MARKET SCIENCE,HMS-ASN,Boca Raton,North America,,United States,US,,False,Health Market Science,26.4076,-80.0977,False,LexisNexis Risk Data Management Inc,True,Florida,success,America/New_York,33487,1764765858,1765216890.0235,80,http,69.84.182.187:80,False,237.71095275879,61762,190,99.693310950413,69.84.182.187
True,1765087605.767,elite,121.17748825748,1754412263.6587,AS201839 Zaymer PJSC,ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,False,MFC Zaymer LLC,55.0386,82.9425,False,Zaymer PJSC,True,Novosibirsk Oblast,success,Asia/Novosibirsk,630000,1764695561,1765216889.9905,80,http,45.67.215.30:80,False,38.426160812378,73199,186,99.746542208898,45.67.215.30
True,1763476826.6766,elite,116.24919797306,1742466237.7418,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,San Jose,North America,,United States,US,Ballbach and SOFA,True,"Cloudflare London, LLC",37.3329,-121.895,False,"Zoom Video Communications, Inc",True,California,success,America/Los_Angeles,95113,1764663699,1765216889.8866,80,http,170.114.45.58:80,False,241.89472198486,95414,3395,96.564078171017,170.114.45.58
True,1765149108.3142,elite,116.31459707773,1750610238.5994,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1764663801,1765216889.7824,80,http,108.162.193.108:80,False,376.50966644287,98318,131,99.866936180154,108.162.193.108
True,1765015928.3819,elite,122.31500610441,1754410914.8985,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1764694732,1765216889.6175,80,http,108.162.192.90:80,False,41.645050048828,74878,133,99.822692671741,108.162.192.90
True,1764950756.2687,elite,115.16515091698,1720503230.3832,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1764663949,1765216889.6016,80,http,108.162.193.175:80,False,163.56778144836,99250,5197,95.024270682739,108.162.193.175
True,1765149280.5825,elite,115.20031500496,1720455462.7103,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1764663416,1765216889.5926,80,http,108.162.192.95:80,False,57.219266891479,99246,6325,94.008771348192,108.162.192.95
True,1763483773.5174,elite,141.13567047706,1761068358.5628,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1764698021,1765216889.5802,80,http,108.162.192.209:80,False,34.245729446411,29275,94,99.679934624945,108.162.192.209
True,1763477166.2717,elite,115.84917220987,1742406452.1523,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,San Jose,North America,,United States,US,Ballbach and SOFA,True,"Cloudflare London, LLC",37.3329,-121.895,False,"Zoom Video Communications, Inc",True,California,success,America/Los_Angeles,95113,1764663865,1765216889.5452,80,http,170.114.45.17:80,False,44.228315353394,95220,3495,96.459504634554,170.114.45.17
True,1765081983.3101,elite,114.98238844733,1720482066.2565,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,London,Europe,EU,United Kingdom,GB,,True,Invermae Solutions SL,51.5072,-0.127586,False,Invermae Solutions SL,True,England,success,Europe/London,W1B,1764664069,1765216889.526,80,http,185.238.228.218:80,False,69.143295288086,96863,5524,94.604783810445,185.238.228.218
True,1764739872.8244,elite,149.24994823085,1764739872.8244,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1764739873,1765216889.5234,80,http,108.162.193.124:80,False,71.459054946899,3135,0,100.0,108.162.193.124
True,1765016008.8744,elite,127.12849760948,1756298983.2725,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,New York,North America,,United States,US,,True,"Cloudflare London, LLC",40.7191,-74.0091,False,Olo Inc,True,New York,success,America/New_York,10013,1764767933,1765216889.5045,80,http,216.205.52.105:80,False,68.265438079834,59863,186,99.690252960083,216.205.52.105
True,1764978499.1945,elite,141.10585028692,1761066353.6447,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Frankfurt am Main,Europe,EU,Germany,DE,,True,Gerondata LTD,50.1109,8.68213,False,Gerondata LTD,True,Hesse,success,Europe/Berlin,60313,1764695769,1765216889.5018,80,http,102.177.176.73:80,False,67.039012908936,27421,597,97.869226925548,102.177.176.73
True,1763476482.1118,elite,114.31982236844,1720502355.5576,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,North America,,United States,US,,True,"Cloudflare, Inc.",38.9072,-77.0369,False,"CloudFlare, Inc.",False,District of Columbia,success,America/New_York,20068,1764663918,1765216889.3838,80,http,141.101.113.164:80,False,27.109622955322,96875,6021,94.148460581558,141.101.113.164
True,1763476535.6772,elite,115.55534857335,1742460431.6072,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,New York,North America,,United States,US,,True,"Cloudflare London, LLC",40.7191,-74.0091,False,Olo Inc,True,New York,success,America/New_York,10013,1764663652,1765216889.3602,80,http,216.205.52.73:80,False,50.710916519165,95886,3438,96.53860094237,216.205.52.73
True,1763481600.8757,elite,140.7333127206,1761068456.6532,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Frankfurt am Main,Europe,EU,Germany,DE,,True,Gerondata LTD,50.1109,8.68213,False,Gerondata LTD,True,Hesse,success,Europe/Berlin,60313,1764698415,1765216889.301,80,http,102.177.176.223:80,False,295.22061347961,27422,588,97.900749732238,102.177.176.223
True,1763949240.8495,elite,116.04985816819,1742335726.3815,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Frankfurt am Main,Europe,EU,Germany,DE,,True,Gerondata LTD,50.1109,8.68213,False,Gerondata LTD,True,Hesse,success,Europe/Berlin,60313,1764663517,1765216889.2444,80,http,102.177.176.212:80,False,301.46908760071,93252,4563,95.335071308082,102.177.176.212
True,1765207479.7841,elite,123.15228382746,1765207479.7841,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,North America,,United States,US,,True,"Cloudflare, Inc.",38.9072,-77.0369,False,"CloudFlare, Inc.",False,District of Columbia,success,America/New_York,20068,1765207479,1765216889.2078,80,http,141.101.113.152:80,False,296.89502716064,60,0,100.0,141.101.113.152
True,1765081899.5901,elite,116.47865118959,1742394329.1807,AS14197 HEALTH MARKET SCIENCE,HMS-ASN,Boca Raton,North America,,United States,US,,False,Health Market Science,26.4076,-80.0977,False,LexisNexis Risk Data Management Inc,True,Florida,success,America/New_York,33487,1764663201,1765216889.1313,80,http,69.84.182.229:80,False,478.70969772339,98458,3441,96.623126821657,69.84.182.229
True,1763476581.7057,elite,115.35533846608,1720454106.9128,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,London,Europe,EU,United Kingdom,GB,,True,Invermae Solutions SL,51.5072,-0.127586,False,Invermae Solutions SL,True,England,success,Europe/London,W1B,1764663137,1765216888.79,80,http,185.238.228.37:80,False,105.07345199585,96579,4956,95.11892450879,185.238.228.37
True,1764991158.5468,elite,115.18215113969,1742421862.2716,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,New York,North America,,United States,US,,True,"Cloudflare London, LLC",40.7191,-74.0091,False,Olo Inc,True,New York,success,America/New_York,10013,1764663500,1765216888.7722,80,http,216.205.52.17:80,False,73.319673538208,95922,1091,98.875408450414,216.205.52.17
True,1764741113.7778,elite,147.49446278498,1764741113.7778,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1764741114,1765216888.6627,80,http,108.162.193.200:80,False,54.819345474243,3124,0,100.0,108.162.193.200
True,1763481643.5552,elite,116.98581907436,1742495623.359,AS14197 HEALTH MARKET SCIENCE,HMS-ASN,Boca Raton,North America,,United States,US,,False,Health Market Science,26.4076,-80.0977,False,LexisNexis Risk Data Management Inc,True,Florida,success,America/New_York,33487,1764663929,1765216888.6263,80,http,69.84.182.145:80,False,50.54497718811,98408,3341,96.7164296455,69.84.182.145
True,1764991111.9498,elite,116.39599691832,1742441945.7202,AS201839 Zaymer PJSC,ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,False,MFC Zaymer LLC,55.0386,82.9425,False,Zaymer PJSC,True,Novosibirsk Oblast,success,Asia/Novosibirsk,630000,1764664365,1765216888.4753,80,http,45.67.215.238:80,False,238.6302947998,96315,3431,96.560263068193,45.67.215.238
True,1765087642.6736,elite,116.24673420142,1720481244.6129,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,London,Europe,EU,United Kingdom,GB,,True,Invermae Solutions SL,51.5072,-0.127586,False,Invermae Solutions SL,True,England,success,Europe/London,W1B,1764663404,1765216888.4539,80,http,185.238.228.135:80,False,58.14003944397,96383,4733,95.319237311603,185.238.228.135
True,1764722285.6235,elite,116.27299908452,1742380903.1251,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,San Jose,North America,,United States,US,Ballbach and SOFA,True,"Cloudflare London, LLC",37.3329,-121.895,False,"Zoom Video Communications, Inc",True,California,success,America/Los_Angeles,95113,1764663436,1765216888.2663,80,http,170.114.45.112:80,False,102.06031799316,95245,1097,98.861348114011,170.114.45.112
True,1763476408.5619,elite,141.07353297362,1761068055.3837,AS14197 HEALTH MARKET SCIENCE,HMS-ASN,Boca Raton,North America,,United States,US,,False,Health Market Science,26.4076,-80.0977,False,LexisNexis Risk Data Management Inc,True,Florida,success,America/New_York,33487,1764697588,1765216888.2627,80,http,69.84.182.114:80,False,190.53864479065,29485,93,99.685577118128,69.84.182.114
True,1763476508.0311,elite,115.25613440886,1742578289.4969,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,New York,North America,,United States,US,,True,"Cloudflare London, LLC",40.7191,-74.0091,False,Olo Inc,True,New York,success,America/New_York,10013,1764663403,1765216888.2589,80,http,216.205.52.251:80,False,109.01546478271,95878,3113,96.85526967098,216.205.52.251
True,1765087744.5399,elite,141.24191477293,1761067033.3009,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Frankfurt am Main,Europe,EU,Germany,DE,,True,Gerondata LTD,50.1109,8.68213,False,Gerondata LTD,True,Hesse,success,Europe/Berlin,60313,1764696207,1765216888.1401,80,http,102.177.176.254:80,False,81.639528274536,27353,591,97.885055825938,102.177.176.254
True,1765175716.8486,elite,137.04426131421,1758986645.9182,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1765035646,1765216888.0625,80,http,108.162.192.208:80,False,354.61664199829,45461,91,99.800228310502,108.162.192.208
True,1765206981.8951,elite,121.89753353596,1765206981.8951,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,San Francisco,North America,,United States,US,South Beach,True,"Cloudflare, Inc.",37.7803,-122.39,False,Level 3,False,California,success,America/Los_Angeles,94107,1765206984,1765216887.9134,80,http,8.35.211.232:80,False,502.65789031982,64,0,100.0,8.35.211.232
True,1763479659.5157,elite,115.33149699177,1720456947.8868,AS14197 HEALTH MARKET SCIENCE,HMS-ASN,Boca Raton,North America,,United States,US,,False,Health Market Science,26.4076,-80.0977,False,LexisNexis Risk Data Management Inc,True,Florida,success,America/New_York,33487,1764663716,1765216887.8844,80,http,69.84.182.25:80,False,310.00280380249,99119,4946,95.247201268438,69.84.182.25
True,1763476597.3087,elite,115.53855504278,1742547553.6222,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,San Jose,North America,,United States,US,Ballbach and SOFA,True,"Cloudflare London, LLC",37.3329,-121.895,False,"Zoom Video Communications, Inc",True,California,success,America/Los_Angeles,95113,1764663904,1765216887.6362,80,http,170.114.45.199:80,False,23.73480796814,95330,759,99.210107296361,170.114.45.199
True,1763479638.199,elite,121.01346540608,1754407834.1374,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,North America,,Canada,CA,,True,"Cloudflare, Inc.",43.6532,-79.3832,False,"Cloudflare, Inc.",False,Ontario,success,America/Toronto,M5A,1764691437,1765216887.6147,80,http,108.162.192.91:80,False,39.245128631592,74836,135,99.819930373078,108.162.192.91
True,1764950521.7757,elite,115.81512352681,1742653490.4694,AS201839 Zaymer PJSC,ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,False,MFC Zaymer LLC,55.0386,82.9425,False,Zaymer PJSC,True,Novosibirsk Oblast,success,Asia/Novosibirsk,630000,1764663875,1765216887.4542,80,http,45.67.215.147:80,False,138.72623443604,96492,3326,96.66793564287,45.67.215.147
True,1763479650.325,elite,141.25325871246,1761067215.7368,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,San Francisco,North America,,United States,US,South Beach,True,"Cloudflare, Inc.",37.7803,-122.39,False,Level 3,False,California,success,America/Los_Angeles,94107,1764696798,1765216887.3041,80,http,8.35.211.158:80,False,44.747114181519,29326,99,99.663551401869,8.35.211.158
True,1763949393.4145,elite,115.38523072123,1720480289.6839,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,London,Europe,EU,United Kingdom,GB,,True,Invermae Solutions SL,51.5072,-0.127586,False,Invermae Solutions SL,True,England,success,Europe/London,W1B,1764663923,1765216887.2796,80,http,185.238.228.128:80,False,348.95753860474,96230,2395,97.571609632446,185.238.228.128
True,1763476610.9284,elite,115.89318996692,1750623342.7466,AS14197 HEALTH MARKET SCIENCE,HMS-ASN,Boca Raton,North America,,United States,US,,False,Health Market Science,26.4076,-80.0977,False,LexisNexis Risk Data Management Inc,True,Florida,success,America/New_York,33487,1764663818,1765216887.2681,80,http,69.84.182.34:80,False,382.68351554871,98284,189,99.808069216943,69.84.182.34
