alive,alive_since,anonymity,average_timeout,first_seen,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update
true,1772917270.3095,elite,5769.2299129598,1750602908.9942,1772917270.3095,53281,http,181.129.183.19:53281,false,6552.4818897247,22551,200574,10.106890756303,181.129.183.19,"AS13489 UNE EPM TELECOMUNICACIONES S.A.","UNE EPM TELECOMUNICACIONES S.A.",Bucaramanga,"South America",SA,Colombia,CO,,false,"EPM Telecomunicaciones S.A. E.S.P.",7.1274,-73.1191,false,"EPM Telecomunicaciones S.A. E.S.P",true,"Santander Department",success,America/Bogota,680001,1772527054
true,1772917227.3545,elite,493.41976163087,1765047181.4991,1772917270.1032,80,http,193.43.159.200:80,false,329.13398742676,129333,933,99.283773202524,193.43.159.200,"AS29256 STE PDN Internal AS",INT-PDN-STE-AS,"Al Mulayḩah",Asia,AS,Syria,SY,,false,"Syrian Telecom",33.487,36.3688,false,"MTS DSL",true,Rif-dimashq,success,Asia/Damascus,,1772911213
true,1772917269.9759,transparent,6247.995795612,1772744969.3924,1772917269.9759,8097,http,103.174.64.255:8097,false,8083.4712982178,532,5147,9.3678464518401,103.174.64.255,"AS147126 PT Patra Sinar Teknologi",IDNIC-PTPASTI-AS-ID,Bekasi,Asia,AS,Indonesia,ID,,false,"PT Patra Sinar Teknologi",-6.2607,106.98,false,"PT Patra Sinar Teknologi",false,"West Java",success,Asia/Jakarta,17112,1772746070
true,1772917223.2886,transparent,7135.4859055871,1770560254.638,1772917269.8489,3128,http,121.204.158.249:3128,false,12192.848205566,44377,28272,61.084116780685,121.204.158.249,"AS133774 Fuzhou",CHINATELECOM-FUJIAN-FUZHOU-IDC1,Wenquan,Asia,AS,China,CN,,false,Fuzhou,26.0998,119.297,false,"Chinanet FJ",true,Fujian,success,Asia/Shanghai,,1772374796
true,1772905278.4071,elite,1722.9177491284,1710633947.4062,1772917269.6853,1080,http,221.231.13.198:1080,false,1213.2794857025,628703,197737,76.073641159673,221.231.13.198,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Nanjing,Asia,AS,China,CN,,false,Chinanet,32.0607,118.763,false,,true,Jiangsu,success,Asia/Shanghai,210000,1772588350
true,1772916777.8079,elite,529.64471394356,1765053905.1335,1772917269.3435,80,http,52.229.30.3:80,false,365.75317382812,123420,5377,95.825213320186,52.229.30.3,"AS8075 Microsoft Corporation",MICROSOFT-CORP-MSN-AS-BLOCK,Quincy,"North America",NA,"United States",US,,true,"Microsoft Corporation",47.233,-119.852,false,"Microsoft Azure Cloud (westus2)",true,Washington,success,America/Los_Angeles,98848,1772917215
true,1772917007.9103,elite,2701.2361795812,1759859707.6181,1772917269.3407,80,http,203.110.240.156:80,false,796.66829109192,20518,91189,18.367694056774,203.110.240.156,"AS55847 NKN EDGE Network",NKN-EDGE-NW,Kharagpur,Asia,AS,India,IN,,false,"IIT Kharagpur BSNL 1",22.3448,87.33,false,"Indian Institute Of Technology",false,"West Bengal",success,Asia/Kolkata,721306,1772677601
true,1772917269.2548,transparent,5341.8889269286,1762764109.6719,1772917269.2548,8181,http,113.192.30.35:8181,false,3112.3976707458,11145,135162,7.6175439315959,113.192.30.35,"AS149360 PT Indo Telemedia Solusi",IDNIC-INTELMEDIA-AS-ID,"Duren Tiga",Asia,AS,Indonesia,ID,,false,"PT Indo Telemedia Solusi",-6.2574,106.8453,false,"PT. HITECH SMART SERVICE",true,Jakarta,success,Asia/Jakarta,12760,1772443090
true,1772917196.9609,transparent,5541.6679381285,1759238397.5922,1772917268.9603,1111,http,49.0.27.175:1111,false,2670.8703041077,6882,162229,4.06951647143,49.0.27.175,"AS149359 PT Persada Data Multimedia",IDNIC-PDM-AS-ID,Soko,Asia,AS,Indonesia,ID,,false,"SIMS Jabar Banten Medianet",-7.48315,112.427,false,,true,"East Java",success,Asia/Jakarta,,1772546741
true,1772917268.778,elite,3860.9539408924,1769967064.4777,1772917268.778,3128,http,211.171.114.154:3128,false,6512.5856399536,16808,71114,19.1169445645,211.171.114.154,"AS3786 LG DACOM Corporation",LGDACOM,Mapo-gu,Asia,AS,"South Korea",KR,,false,"LG DACOM Corporation",37.5521,126.9505,false,"DACOM Corp.",true,Seoul,success,Asia/Seoul,041,1772386324
true,1772917268.3207,transparent,5933.596311691,1772702769.1371,1772917268.3207,999,http,66.231.77.68:999,false,8961.808681488,501,6587,7.0682844243792,66.231.77.68,"AS267699 CUBOTELECOM CIA. LTDA.","CUBOTELECOM CIA. LTDA.",Cuenca,"South America",SA,Ecuador,EC,,false,"Cubotelecom Cia. Ltda.",-2.8976,-79.0045,false,"Cubotelecom Cia. Ltda",false,Azuay,success,America/Guayaquil,010102,1772703062
true,1772898814.302,elite,1453.5675281003,1772879867.6561,1772917268.2753,800,http,58.241.88.17:800,false,1280.2159786224,1222,7,99.430431244915,58.241.88.17,"AS4837 CHINA UNICOM China169 Backbone",CHINA169-Backbone,Changzhou,Asia,AS,China,CN,,false,"CNC Group Jiangsu province network",31.8107,119.974,false,"czpppoeippoolx CAR CO.",false,Jiangsu,success,Asia/Shanghai,213000,1772879879
true,1772917224.3138,transparent,8094.5173152613,1768811128.5351,1772917267.9856,999,http,154.59.59.89:999,false,3079.8223018646,16024,89726,15.152718676123,154.59.59.89,"AS264778 TotalCom Venezuela C.A.","TotalCom Venezuela C.A.",Caracas,"South America",SA,Venezuela,VE,,false,"Cogent Communications",10.4873,-66.8738,false,"TODONET TELECOMUNICACIONES, C.A",true,"Distrito Federal",success,America/Caracas,,1772442038
true,1772917267.8508,transparent,5466.0692307781,1768407909.0572,1772917267.8508,3125,http,103.162.221.162:3125,false,1565.7317638397,9531,98772,8.8003102407136,103.162.221.162,"AS139952 PT Trisari Data Indonusa",TRIDATA-AS-ID,Madiun,Asia,AS,Indonesia,ID,,false,"PT Trisari Data Indonusa",-7.6302,111.5266,false,,true,"East Java",success,Asia/Jakarta,63138,1772647834
true,1772917267.572,transparent,5654.1912070439,1767180421.8334,1772917267.572,8000,http,202.152.194.190:8000,false,6810.7657432556,9856,105522,8.5423564284352,202.152.194.190,"AS63859 PT. Eka Mas Republik",MYREPUBLIC-AS-ID,"South Tangerang",Asia,AS,Indonesia,ID,,false,"PT. Bakrie Telecom Tbk",-6.3018,106.7074,true,,false,Banten,success,Asia/Jakarta,15312,1772624697
true,1772917086.8201,anonymous,1858.0434823878,1763107633.8087,1772917267.5041,3128,http,210.223.44.230:3128,false,4271.2671756744,103924,36768,73.866317914309,210.223.44.230,"AS4766 Korea Telecom",KIXS-AS-KR,Seoul,Asia,AS,"South Korea",KR,,false,"Korea Telecom",37.5658,126.978,false,Kornet,true,Seoul,success,Asia/Seoul,04524,1772786069
true,1772917267.3993,elite,9444.9465146689,1727453949.1833,1772917267.3993,8081,socks4,115.185.96.6:8081,true,10825.820446014,428,99854,0.42679643405596,115.185.96.6,,,"New Delhi",Asia,AS,India,IN,,false,RCOM-Wireless-GSM,28.6139,77.2088,true,"Reliance Communication Ltd",false,"National Capital Territory of Delhi",success,Asia/Kolkata,110001,1772554205
true,1772917267.0809,transparent,5686.6392364774,1750861777.1852,1772917267.0809,8080,http,188.132.221.188:8080,false,11430.518865585,6024,66773,8.2750662802039,188.132.221.188,"AS202561 High Speed Telekomunikasyon ve Hab. Hiz. Ltd. Sti.",highspeed,Antakya,Asia,AS,Türkiye,TR,,false,"High Speed Telekomunikasyon ve Hab. Hiz. Ltd. Sti.",36.2073,36.1619,false,"High Speed Telekomunikasyon VE Haberlesme Hizmetleri Ltd. STI",true,Hatay,success,Europe/Istanbul,31030,1772367904
true,1772917266.8617,transparent,6321.8621467647,1732904218.6336,1772917266.8617,8080,http,113.160.115.254:8080,false,2670.2725887299,37346,427599,8.0323479121186,113.160.115.254,"AS45899 VNPT Corp",VNPT-AS-VN,Hanoi,Asia,AS,Vietnam,VN,,false,"VietNam Post and Telecom Corporation",21.0184,105.8461,false,"Vietnam Posts and Telecommunications Group",true,Hanoi,success,Asia/Bangkok,100000,1772827462
true,1772917231.502,transparent,5531.4870569889,1769845733.3365,1772917266.7693,3125,http,103.162.221.165:3125,false,9913.8238430023,8753,83524,9.4855706188974,103.162.221.165,"AS139952 PT Trisari Data Indonusa",TRIDATA-AS-ID,Madiun,Asia,AS,Indonesia,ID,,false,"PT Trisari Data Indonusa",-7.6302,111.5266,false,,true,"East Java",success,Asia/Jakarta,63138,1772870517
true,1772917266.6426,elite,5345.2742411138,1767611118.8713,1772917266.6426,14270,http,104.251.81.224:14270,false,673.53630065918,7343,105965,6.4805662442193,104.251.81.224,"AS5650 Frontier Communications of America, Inc.",FRONTIER-FRTR,"San Jose","North America",NA,"United States",US,,false,"Frontier Communications of America, Inc.",37.3512,-121.8846,false,"BraveWay LLC",true,California,success,America/Los_Angeles,95112,1772451559
true,1772917266.5243,transparent,5379.0706658734,1767258634.6013,1772917266.5243,8080,http,188.132.222.164:8080,false,5823.9238262177,7269,108641,6.2712449314123,188.132.222.164,"AS202561 High Speed Telekomunikasyon ve Hab. Hiz. Ltd. Sti.",highspeed,Antakya,Asia,AS,Türkiye,TR,,false,"High Speed Telekomunikasyon ve Hab. Hiz. Ltd. Sti.",36.2073,36.1619,false,"High Speed Telekomunikasyon VE Haberlesme Hizmetleri Ltd. STI",true,Hatay,success,Europe/Istanbul,31030,1772703282
true,1772911893.1721,elite,1027.1312997014,1772812824.3223,1772917266.4548,443,http,202.155.12.161:443,false,751.76787376404,1442,2000,41.894247530506,202.155.12.161,"AS212238 Datacamp Limited",CDNEXT,Tokyo,Asia,AS,Japan,JP,,true,"Datacamp Limited",35.6893,139.6899,false,IPXO,false,Tokyo,success,Asia/Tokyo,151-0053,1772812826
true,1772917266.363,elite,5989.0886651508,1710633907.3247,1772917266.363,80,http,35.209.198.222:80,false,11577.409982681,225950,604611,27.20450394372,35.209.198.222,"AS15169 Google LLC",GOOGLE,"Council Bluffs","North America",NA,"United States",US,,true,"Google LLC",41.2619,-95.8608,false,"Google Cloud (us-central1)",true,Iowa,success,America/Chicago,,1772585762
true,1772917262.2973,transparent,4833.6648464203,1772908275.4801,1772917266.3622,999,http,200.106.124.102:999,false,3853.5623550415,40,251,13.745704467354,200.106.124.102,"AS6147 INTEGRATEL PERÚ S.A.A.","INTEGRATEL PERU S.A.A.",Tacna,"South America",SA,Peru,PE,,false,"Telefonica del Peru",-18.0052,-70.2489,false,PE-TDPERX6-LACNIC,false,Tacna,success,America/Lima,,1772908519
true,1772917230.4189,elite,906.8081385223,1765081219.2406,1772917266.3606,80,http,74.176.195.135:80,false,713.29212188721,125180,5695,95.648519579752,74.176.195.135,"AS8075 Microsoft Corporation",MICROSOFT-CORP-MSN-AS-BLOCK,Tokyo,Asia,AS,Japan,JP,,true,"Microsoft Corporation",35.68,139.77,false,"Microsoft Azure Cloud (japaneast)",true,Tokyo,success,Asia/Tokyo,152-8503,1772339755
true,1772917256.3377,anonymous,1206.8904714238,1765040138.3836,1772917266.3412,80,http,12.50.107.220:80,false,1466.3512706757,97593,32510,75.012105793102,12.50.107.220,"AS7018 AT&T Enterprises, LLC",ATT-INTERNET4,Tequesta,"North America",NA,"United States",US,,false,"AT&T Enterprises, LLC",26.9585,-80.09,false,"Loxahatchee - Tequesta",true,Florida,success,America/New_York,33469,1772531682
true,1772917266.1511,transparent,6482.8651452141,1733258508.8841,1772917266.1511,54443,http,177.136.44.194:54443,false,5735.4545593262,18742,427916,4.1960515651796,177.136.44.194,"AS52871 TASCOM TELECOMUNICAÇÕES LTDA","TASCOM TELECOMUNICAÇÕES LTDA",Salvador,"South America",SA,Brazil,BR,,false,"TASCOM TELECOMUNICAÇÕES LTDA",-12.8665,-38.4858,false,"Edicarlos Cruz da Costa",true,Bahia,success,America/Bahia,40000,1772587053
true,1772917266.0571,transparent,5624.4686782571,1754322392.8835,1772917266.0571,999,http,181.204.123.68:999,false,11064.138889313,7346,123115,5.6308015422233,181.204.123.68,"AS13489 UNE EPM TELECOMUNICACIONES S.A.","UNE EPM TELECOMUNICACIONES S.A.",Barranquilla,"South America",SA,Colombia,CO,,false,"Colombia Móvil",10.9711,-74.7837,false,"Colombia Móvil",true,Atlántico,success,America/Bogota,080001,1772438559
true,1772917265.885,transparent,5557.8019512122,1762193235.8816,1772917265.885,999,http,177.128.115.198:999,false,10339.371919632,10510,140028,6.9816259017657,177.128.115.198,"AS269988 BINET NETWORKING DATA LIMITADA","BINET NETWORKING DATA LIMITADA",Melipilla,"South America",SA,Chile,CL,,false,"Binet Networking Data Limitada",-33.7004,-71.2162,false,"Binet Networking Data Limitada",false,"Santiago Metropolitan",success,America/Santiago,,1772530418
true,1772917262.9584,elite,4728.1027079055,1772744275.5355,1772917265.6998,4429,http,103.109.96.86:4429,false,461.35640144348,559,5180,9.7403728872626,103.109.96.86,"AS131464 Digi Jadoo Broadband Ltd",DJBL-AS-AP,Gazipur,Asia,AS,Bangladesh,BD,,false,"Digi Jadoo Broadband Ltd",23.9984,90.4223,false,"Digi Jadoo Broadband Ltd",false,"Dhaka Division",success,Asia/Dhaka,1702,1772744276
true,1772917257.9812,elite,2759.3937431456,1766621576.666,1772917265.4844,3000,http,116.171.106.15:3000,false,7983.0119609833,94868,25955,78.518162932554,116.171.106.15,"AS4837 CHINA UNICOM China169 Backbone",CHINA169-Backbone,Jinrongjie,Asia,AS,China,CN,"Xicheng District",false,"China Unicom CHINA169 Network",39.9072,116.357,false,"China United Network Communications Corporation Limited",true,Beijing,success,Asia/Shanghai,,1772670331
true,1772917233.6007,elite,3933.803244244,1772746447.6474,1772917265.2909,25152,http,121.126.185.63:25152,false,4297.2433567047,5313,350,93.819530284302,121.126.185.63,"AS4766 Korea Telecom",KIXS-AS-KR,Gwangmyeong,Asia,AS,"South Korea",KR,Digital-ro,false,"Korea Telecom",37.4839,126.894,false,Haionnet,false,Gyeonggi-do,success,Asia/Seoul,08520,1772746451
true,1772917265.2763,anonymous,6982.8227554578,1772691203.6644,1772917265.2763,3125,http,103.171.183.129:3125,false,5631.888628006,579,6886,7.7561955793704,103.171.183.129,"AS142375 PT Hayat Teknologi Informatika",IDNIC-HTI-AS-ID,Cikarang,Asia,AS,Indonesia,ID,,false,"PT Hayat Teknologi Informatika",-6.26111,107.153,false,"PT Hayat Teknologi Informatika",false,"West Java",success,Asia/Jakarta,,1772691366
true,1772917265.274,elite,7371.0780744948,1714273385.578,1772917265.274,9054,socks4,51.161.131.84:9054,true,240.5743598938,3234,159407,1.9884285020382,51.161.131.84,"AS16276 OVH SAS",OVH,"North Sydney",Oceania,OC,Australia,AU,,true,"OVH SAS",-33.8401,151.209,false,"OVH Australia PTY LTD",true,"New South Wales",success,Australia/Sydney,2060,1772809294
true,1772917264.6456,elite,2851.9914777182,1765047774.5038,1772917264.6456,80,http,145.100.181.155:80,false,9033.2036018372,40568,84797,32.359909065529,145.100.181.155,"AS1103 SURF B.V.",SURFNET-NL,Weert,Europe,EU,Netherlands,NL,,false,SURFNET-UNO,51.2537,5.7219,false,,true,Limburg,success,Europe/Amsterdam,6004,1772911437
true,1772900711.9427,elite,1083.0550614726,1710702532.1421,1772917264.4178,7777,http,123.30.154.171:7777,false,692.88039207458,710551,95009,88.205844381548,123.30.154.171,"AS135905 VIETNAM POSTS AND TELECOMMUNICATIONS GROUP",VNPT-AS-VN,Hanoi,Asia,AS,Vietnam,VN,,false,"VietNam Post and Telecom Corporation",21.0278,105.834,false,"Vietnam Posts and Telecommunications Group",true,Hanoi,success,Asia/Bangkok,,1772586614
true,1772917264.3277,elite,961.63187384663,1697017989.1296,1772917264.3277,4145,socks4,107.181.168.145:4145,true,926.56064033508,173280,738168,19.011506964742,107.181.168.145,"AS46562 Performive LLC",PERFORMIVE,Miami,"North America",NA,"United States",US,,true,"Performive LLC",25.6024,-80.5121,false,"Performive LLC",true,Florida,success,America/New_York,33187,1772462465
true,1772916977.5689,elite,364.22224105633,1765098168.4464,1772917264.3264,80,http,174.138.119.88:80,false,886.85417175293,86786,43518,66.602713654224,174.138.119.88,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Clifton,"North America",NA,"United States",US,,true,"DigitalOcean, LLC",40.8364,-74.1403,false,"Digital Ocean",true,"New Jersey",success,America/New_York,07014,1772358065
true,1772917264.3261,elite,6162.1376943862,1720635987.1352,1772917264.3261,9915,socks4,67.43.227.227:9915,true,923.27451705933,523,126296,0.41239877305451,67.43.227.227,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Côte-Des-Neiges—Notre-Dame-De-Grâce,true,"GloboTech Communications",45.5083,-73.6355,false,,true,Quebec,success,America/Toronto,H4X,1772339049
true,1772917264.3192,transparent,5517.4038581277,1771518327.2469,1772917264.3192,3125,http,103.99.27.155:3125,false,2783.2450866699,1938,40297,4.5886113413046,103.99.27.155,"AS150279 PT Lintas Network Solusi",IDNIC-LNS-AS-ID,Brebes,Asia,AS,Indonesia,ID,,false,"PT Lintas Network Solusi",-7.7334,110.7643,false,"PT Lintas Network Solusi",false,"Central Java",success,Asia/Jakarta,52221,1772778759
true,1772917182.9981,transparent,3683.2662975483,1768651392.681,1772917264.225,999,http,38.211.76.201:999,false,4129.930973053,12463,93166,11.798843120734,38.211.76.201,"AS270062 FIBERNET TV SAS","FIBERNET TV SAS",Garzón,"South America",SA,Colombia,CO,,false,"Fibernet TV SAS",2.1909,-75.6282,false,UFICOL,false,"Huila Department",success,America/Bogota,414029,1772886415
true,1772917264.1487,transparent,5204.9615280211,1770310956.0473,1772917264.1487,8080,http,148.81.121.5:8080,false,3548.4087467194,7459,72150,9.3695436445628,148.81.121.5,"AS1887 NAUKOWA I AKADEMICKA SIEC KOMPUTEROWA - PANSTWOWY INSTYTUT BADAWCZY",NASK-ACADEMIC,Warsaw,Europe,EU,Poland,PL,Białołęka,false,WAWPOLIP,52.3029,20.9834,false,,true,Mazovia,success,Europe/Warsaw,03-195,1772730248
true,1772917263.8708,transparent,6580.0712474582,1736429110.5153,1772917263.8708,8042,http,36.67.194.162:8042,false,9233.4344387054,28595,377205,7.0465746673238,36.67.194.162,"AS7713 PT Telekomunikasi Indonesia",telkomnet-as-ap,"Sukabumi Selatan",Asia,AS,Indonesia,ID,,false,"PT. Telekomunikasi Indonesia",-6.2191,106.7652,false,,true,Jakarta,success,Asia/Jakarta,11560,1772723748
true,1772917218.238,elite,4758.1060696758,1710663055.6423,1772917263.7205,80,http,108.170.12.13:80,false,349.73120689392,59564,723541,7.6061320001788,108.170.12.13,"AS20454 SECURED SERVERS LLC",SSASN2,Phoenix,"North America",NA,"United States",US,,true,"Secured Servers LLC",33.4532,-112.0748,false,"Prasanna Technologies",true,Arizona,success,America/Phoenix,85036,1772587089
true,1772917202.3089,elite,5989.1415625109,1744983495.4774,1772917263.6267,8715,http,103.144.209.104:8715,false,9016.8354511261,21466,287095,6.9568091884587,103.144.209.104,"AS9341 PT INDONESIA COMNETS PLUS",ICONPLN-ID-AP-ISP,Gandul,Asia,AS,Indonesia,ID,,false,"PT. Indonesia Comnets Plus",-6.34292,106.789,false,,true,"West Java",success,Asia/Jakarta,,1772809936
true,1772917263.5862,elite,822.67375074123,1740573206.3056,1772917263.5862,28080,http,65.108.203.36:28080,false,518.07641983032,29455,323200,8.3523557017482,65.108.203.36,"AS24940 Hetzner Online GmbH",HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,true,"Hetzner Online GmbH",60.1719,24.9347,false,"Hetzner Online GmbH",true,Uusimaa,success,Europe/Helsinki,00201,1772635405
true,1772917263.5264,transparent,6547.8699072803,1712516519.6412,1772917263.5264,999,http,181.233.62.9:999,false,8894.7982788086,46844,696232,6.3040658021521,181.233.62.9,"AS272061 CROSS CONNECT LAC, S.A.","CROSS CONNECT LAC, S.A.","Guatemala City","North America",NA,Guatemala,GT,,false,"CROSS CONNECT LAC, S.A.",14.5907,-90.512,false,"CROSS CONNECT LAC, S.A",true,Guatemala,success,America/Guatemala,01051,1772586881
true,1772917109.5876,anonymous,1443.9223674772,1766842327.8399,1772917262.9195,80,http,190.119.132.61:80,false,2961.7712497711,91673,25270,78.391182028852,190.119.132.61,"AS12252 America Movil Peru S.A.C.","America Movil Peru S.A.C.",Lima,"South America",SA,Peru,PE,,false,"America Movil Peru S.A.C.",-12.046,-77.0305,false,"America Movil Peru S.A.C",true,"Lima Province",success,America/Lima,,1772891032
true,1772917262.8304,transparent,5660.6232489391,1766973117.218,1772917262.8304,443,http,113.160.130.82:443,false,3357.0001125336,11809,106425,9.9878207622173,113.160.130.82,"AS45899 VNPT Corp",VNPT-AS-VN,"Chí Linh",Asia,AS,Vietnam,VN,,false,"VietNam Post and Telecom Corporation",21.0667,106.317,false,"Vietnam Posts and Telecommunications Group",true,"Hai Phong",success,Asia/Ho_Chi_Minh,,1772417039
true,1772917262.8114,transparent,5735.6277241234,1722564239.2136,1772917262.8114,8080,http,92.51.122.174:8080,false,4174.1063594818,31616,587983,5.1026551043497,92.51.122.174,"AS44327 DELTA COMM LLC",DELTANET-NET,Kutaisi,Asia,AS,Georgia,GE,,false,"Deltanet-net Network",42.2648,42.7041,false,,true,Imereti,success,Asia/Tbilisi,,1772770740
true,1772917262.8104,elite,3622.07817068,1746967151.2949,1772917262.8104,80,socks4,217.77.10.115:80,true,3363.9757633209,99,32787,0.30103995621237,217.77.10.115,"AS40021 Contabo Inc.",CONTABO-40021,"St Louis","North America",NA,"United States",US,,false,"Contabo Inc.",38.6364,-90.1985,false,"Contabo GmbH",true,Missouri,success,America/Chicago,63101,1772316575
true,1772906092.2455,elite,930.09319525063,1772812849.5546,1772917262.7148,443,http,67.169.98.211:443,false,831.90703392029,2021,958,67.841557569654,67.169.98.211,"AS7922 Comcast Cable Communications, LLC",COMCAST-7922,"San Jose","North America",NA,"United States",US,,false,"Comcast Cable Communications, LLC",37.3177,-121.938,false,"Comcast Cable Communications, IP Services",false,California,success,America/Los_Angeles,95128,1772812850
true,1772917262.571,transparent,5427.3118124439,1770667676.2744,1772917262.571,9090,http,163.223.78.135:9090,false,5194.4935321808,5397,64087,7.7672557711128,163.223.78.135,"AS153697 PT Big Network Indonesia",IDNIC-MYBIG-ID,Ngoro,Asia,AS,Indonesia,ID,,false,"PT Big Network Indonesia",-7.68386,112.258,false,"Indonesia Network Information Center",true,"East Java",success,Asia/Jakarta,,1772484226
true,1772917262.5065,transparent,5639.9683610794,1757781791.489,1772917262.5065,9999,http,45.231.101.97:9999,false,5556.7724704742,12330,168080,6.8344326811152,45.231.101.97,"AS267236 Velho Ponto Net -Telecom","Velho Ponto Net -Telecom",Salvador,"South America",SA,Brazil,BR,,false,"Velho Ponto Net -Telecom",-12.8665,-38.4858,false,"Velho Ponto Net -Telecom",false,Bahia,success,America/Bahia,40000,1772527992
true,1772917262.3867,anonymous,6314.7078151506,1769299111.439,1772917262.3867,8080,http,202.58.77.133:8080,false,7048.0134487152,6962,94575,6.8566138451993,202.58.77.133,"AS138886 PT Data Buana Nusantara",DBN-AS-ID,Surabaya,Asia,AS,Indonesia,ID,,false,"PT Data Buana Nusantara",-7.2523,112.7572,false,DBN,true,"East Java",success,Asia/Jakarta,60273,1772324060
true,1772917262.3234,transparent,6122.3667778056,1750609181.9834,1772917262.3234,8080,http,1.1.220.100:8080,false,3853.2614707947,14993,208400,6.7114905122363,1.1.220.100,"AS23969 TOT Public Company Limited",TOT-NET,"Wiang Chiang Rung",Asia,AS,Thailand,TH,,false,"TOT Public Company Limited",20.0133,100.056,false,"TOT Public Company Limited",true,"Chiang Rai",success,Asia/Bangkok,,1772527138
true,1772917251.5119,anonymous,2872.1951994447,1763824628.7579,1772917261.596,8090,http,183.110.216.128:8090,false,1351.6042232513,60625,77981,43.739087773978,183.110.216.128,"AS4766 Korea Telecom",KIXS-AS-KR,Seongnam-si,Asia,AS,"South Korea",KR,Buljeong-ro,false,"Korea Telecom",37.3654,127.122,false,Kornet,true,Gyeonggi-do,success,Asia/Seoul,13606,1772898371
true,1772916638.8802,anonymous,1775.738989895,1765038951.3252,1772917261.2706,80,http,102.223.9.53:80,false,988.30652236938,116027,13855,89.332624998075,102.223.9.53,"AS327795 e-Government Authority",Tanzania-e-Government-Agency,"Dar es Salaam",Africa,AF,Tanzania,TZ,,false,"Tanzania e-Government Agency",-6.81822,39.2971,false,,true,"Dar es Salaam Region",success,Africa/Dar_es_Salaam,,1772902668
true,1772917260.9056,elite,3429.0796668766,1696976086.4027,1772917260.9056,4145,socks4,181.236.221.138:4145,true,3837.1558189392,27529,682316,3.8781705865365,181.236.221.138,"AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP BIC","COLOMBIA TELECOMUNICACIONES S.A. ESP BIC",Medellín,"South America",SA,Colombia,CO,,false,"Colombia Telecomunicaciones S.a. ESP BIC",6.2529,-75.5646,false,"Colombia Telecomunicaciones S.a. ESP",true,Antioquia,success,America/Bogota,050001,1772411037
true,1772917260.8873,transparent,6184.6521323225,1717685529.9111,1772917260.8873,2016,http,103.165.155.254:2016,false,9336.3585472107,52509,600316,8.0433500555279,103.165.155.254,"AS141921 PT Jaringan Keluarga Bersama",IDNIC-ISEVEN-AS-ID,Tangerang,Asia,AS,Indonesia,ID,,false,"PT Jaringan Keluarga Bersama",-6.177,106.6284,false,"PT Jaringan Keluarga Bersama",true,Banten,success,Asia/Jakarta,15560,1772528603
true,1772916809.734,elite,1495.8476389564,1772667167.8849,1772917260.692,443,http,188.132.141.249:443,false,469.52104568481,7729,511,93.79854368932,188.132.141.249,"AS207483 Netvia Bilisim Yazilim Dan. Tic. Ltd. Sti.",NETVIA,Istanbul,Asia,AS,Turkey,TR,,false,"Netvia Bilisim Yazilim Dan. Tic. Ltd. Sti.",41.0082,28.9784,false,"Netvia Bilisim Yazilim Dan. Tic. Ltd. Sti",false,Istanbul,success,Europe/Istanbul,34122,1772667168
true,1772905626.8849,elite,830.07362447803,1765107862.8952,1772917260.6773,80,http,89.116.88.19:80,false,733.55674743652,122496,8146,93.764639243122,89.116.88.19,"AS51847 Nearoute Limited",NEAROUTE,"Chiyoda City",Asia,AS,Japan,JP,,false,"Nearoute Limited",35.694,139.754,false,"Lrtc Inetnum Rent",true,Tokyo,success,Asia/Tokyo,100-0001,1772366157
true,1772899919.8895,elite,2928.1147673926,1754167525.9775,1772917260.6595,8085,http,153.0.171.163:8085,false,1126.1723041534,193703,7828,96.115734055803,153.0.171.163,"AS4837 CHINA UNICOM China169 Backbone",CHINA169-Backbone,Haikou,Asia,AS,China,CN,,false,"China Unicom Hainan Province Network",20.0442,110.2,false,,true,Hainan,success,Asia/Shanghai,570000,1772527724
true,1772917260.5127,transparent,4059.8400818848,1771456813.7884,1772917260.5127,7777,http,116.80.64.41:7777,false,1810.0647926331,4624,38898,10.624511741188,116.80.64.41,"AS2514 NTT PC Communications, Inc.",INFOSPHERE,Yokohama,Asia,AS,Japan,JP,,false,InfoSphere,35.4338,139.6496,false,"NTTPC Communications, Inc",true,Kanagawa,success,Asia/Tokyo,231-0841,1772666445
true,1772917260.5099,transparent,5740.6469303277,1764387057.7906,1772917260.5099,8181,http,115.147.39.121:8181,false,3060.2462291718,11677,123443,8.6419478981646,115.147.39.121,"AS9299 Philippine Long Distance Telephone Company",IPG-AS-AP,"Makati City",Asia,AS,Philippines,PH,,false,"Philippine Long Distance Telephone Co.",14.5654,121.022,false,"Philippine Long Distance Telephone Company",false,"Metro Manila",success,Asia/Manila,1551,1772857305
